,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
9445,IndiGo,24/6/2019,Delhi,Cochin,DEL → COK,14:20,17:35,3h 15m,non-stop,No info,5000.0
9446,Vistara,1/4/2019,Banglore,Delhi,BLR → DEL,9:45,12:35,2h 50m,non-stop,No info,5403.0
9447,IndiGo,3/3/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:20,10h 25m,1 stop,No info,11600.0
9448,Multiple carriers,18/5/2019,Delhi,Cochin,DEL → BOM → COK,8:45,19:15,10h 30m,1 stop,No info,8476.0
9449,Air India,15/3/2019,Banglore,New Delhi,BLR → VGA → HYD → DEL,10:30,21:25,10h 55m,2 stops,No info,6593.0
9450,IndiGo,9/3/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,7648.0
9451,,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9345.0
9452,Jet Airways,27/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,28/5/2023 4:25,18h 45m,2 stops,No info,15129.0
9453,Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,12:50,19:15,6h 25m,1 stop,In-flight meal not included,7268.0
9454,Jet Airways,6/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210.0
9455,IndiGo,24/3/2019,,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,7295.0
9456,IndiGo,27/6/2019,Delhi,Cochin,DEL → HYD → COK,5:05,12:10,7h 5m,1 stop,No info,6442.0
9457,IndiGo,6/5/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,3809.0
9458,Air India,1/3/2019,Banglore,New Delhi,BLR → CCU → BBI → DEL,5:50,16:20,10h 30m,2 stops,Change airports,15119.0
9459,GoAir,9/6/2019,Delhi,Cochin,DEL → BOM → COK,,19:35,5h 10m,1 stop,,9069.0
9460,IndiGo,6/5/2019,Banglore,Delhi,BLR → DEL,10:10,13:00,2h 50m,non-stop,No info,3943.0
9461,Air India,9/6/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,7:00,10/6/2023 5:25,22h 25m,2 stops,No info,12534.0
9462,Multiple carriers,3/6/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:00,10h,1 stop,No info,13714.0
9463,Air India,21/3/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5:15,22/3/2023 19:15,,3 stops,No info,9128.0
9464,IndiGo,21/5/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1h 30m,non-stop,No info,2227.0
9465,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19/5/2023 22:35,26h 35m,1 stop,In-flight meal not included,10844.0
9466,Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,7/5/2023 4:40,12h 10m,1 stop,No info,13941.0
9467,Jet Airways,21/3/2019,Banglore,New Delhi,BLR → BOM → DEL,5:45,15:15,9h 30m,1 stop,In-flight meal not included,7832.0
9468,GoAir,12/6/2019,Banglore,Delhi,BLR → DEL,7:45,10:40,2h 55m,non-stop,No info,3419.0
9469,Jet Airways,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22/5/2023 21:05,24h 40m,1 stop,No info,14151.0
9470,IndiGo,3/4/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:10,4h 35m,1 stop,No info,5073.0
9471,Vistara,12/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,13/5/2023 9:05,16h 5m,1 stop,No info,9922.0
9472,IndiGo,24/3/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,4752.0
9473,Multiple carriers,27/5/2019,Delhi,Cochin,DEL → BOM → COK,9:00,19:15,10h 15m,1 stop,In-flight meal not included,10197.0
9474,Air India,12/6/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,6961.0
9475,Multiple carriers,3/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,17493.0
9476,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,7:05,21:00,13h 55m,1 stop,No info,13587.0
9477,Jet Airways,6/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,7/6/2023 4:25,12h 25m,1 stop,In-flight meal not included,10262.0
9478,Air India,21/5/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,22/5/2023 8:55,18h 25m,2 stops,No info,15107.0
9479,Vistara,15/5/2019,Kolkata,,CCU → DEL → BLR,17:00,16/5/2023 10:45,17h 45m,1 stop,,8452.0
9480,Air India,21/6/2019,,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,
9481,IndiGo,24/5/2019,Banglore,Delhi,BLR → DEL,7:10,10:05,2h 55m,non-stop,No info,4823.0
9482,Air Asia,,Banglore,Delhi,BLR → DEL,23:55,22/4/2023 2:45,2h 50m,non-stop,No info,4483.0
9483,Air India,18/5/2019,Kolkata,Banglore,,10:00,19/5/2023 1:20,15h 20m,2 stops,No info,13243.0
9484,IndiGo,27/6/2019,Delhi,,DEL → BOM → COK,11:25,28/6/2023 1:30,14h 5m,1 stop,No info,
9485,Jet Airways,3/4/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205.0
9486,Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,10:00,,18h 25m,1 stop,,10262.0
9487,IndiGo,21/5/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,2h 50m,non-stop,No info,4823.0
9488,,9/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,No info,15554.0
9489,IndiGo,27/6/2019,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,3943.0
9490,Vistara,12/3/2019,Mumbai,Hyderabad,BOM → DEL → HYD,7:30,19:55,12h 25m,1 stop,No info,12080.0
9491,Air Asia,27/5/2019,Banglore,Delhi,BLR → DEL,23:55,28/5/2023 2:45,2h 50m,non-stop,No info,3383.0
9492,SpiceJet,18/3/2019,Mumbai,Hyderabad,BOM → HYD,5:45,7:05,1h 20m,non-stop,No info,2437.0
9493,SpiceJet,1/6/2019,Mumbai,Hyderabad,BOM → HYD,22:45,2/6/2023 0:15,1h 30m,non-stop,No check-in baggage included,1965.0
9494,Jet Airways,21/3/2019,Banglore,New Delhi,,22:50,19/3/2023 10:25,11h 35m,1 stop,In-flight meal not included,7832.0
9495,IndiGo,9/6/2019,Delhi,Cochin,DEL → HYD → COK,6:50,16:10,9h 20m,1 stop,No info,
9496,Air India,15/5/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,5:50,16/5/2023 8:55,27h 5m,,No info,
9497,Jet Airways,12/6/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,8016.0
9498,Jet Airways,24/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,25/6/2023 12:35,15h 10m,2 stops,In-flight meal not included,10199.0
9499,Vistara,24/3/2019,Kolkata,Banglore,CCU → DEL → BLR,9:55,25/3/2023 9:10,23h 15m,1 stop,,10842.0
9500,Multiple carriers,,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8h 10m,1 stop,No info,7005.0
9501,Air Asia,3/5/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,,No info,4409.0
9502,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,2/4/2023 9:20,12h 10m,1 stop,No info,13364.0
9503,Multiple carriers,27/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,28/6/2023 1:30,9h 30m,1 stop,No info,13377.0
9504,Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,10/6/2023 4:25,6h 35m,1 stop,In-flight meal not included,10262.0
9505,,18/5/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844.0
9506,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,16:20,9h 50m,1 stop,No info,14571.0
9507,Jet Airways,9/3/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,10/3/2023 18:50,32h 5m,2 stops,No info,19329.0
9508,Air India,21/3/2019,Banglore,New Delhi,BLR → HYD → DEL,8:15,23:10,14h 55m,1 stop,No info,4943.0
9509,Jet Airways,9/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,11/5/2023 4:25,29h 20m,2 stops,No info,15129.0
9510,Jet Airways,18/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19:00,9h 20m,2 stops,No info,15129.0
9511,Jet Airways,6/6/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,7/6/2023 18:00,25h,1 stop,In-flight meal not included,10539.0
9512,Jet Airways,24/3/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,25/3/2023 22:35,25h 25m,1 stop,In-flight meal not included,10031.0
9513,Multiple carriers,24/5/2019,Delhi,Cochin,DEL → BOM → COK,17:45,25/5/2023 1:30,7h 45m,1 stop,No info,9140.0
9514,Air Asia,27/4/2019,Kolkata,Banglore,CCU → BLR,22:50,28/4/2023 1:20,2h 30m,non-stop,No info,4409.0
9515,IndiGo,15/5/2019,Banglore,Delhi,BLR → DEL,22:10,16/5/2023 1:00,2h 50m,non-stop,No info,3419.0
9516,Multiple carriers,15/5/2019,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6h 25m,1 stop,No info,9646.0
9517,Jet Airways,9/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10/5/2023 18:15,28h 10m,1 stop,No info,13584.0
9518,Air India,21/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,22/5/2023 7:40,26h 40m,2 stops,No info,11806.0
9519,GoAir,1/4/2019,Delhi,Cochin,DEL → AMD → COK,,13:35,6h 10m,1 stop,,4563.0
9520,Jet Airways,27/3/2019,Delhi,Cochin,DEL → MAA → BOM → COK,5:10,28/3/2023 4:25,23h 15m,2 stops,In-flight meal not included,
9521,Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,28/6/2023 4:25,6h 35m,1 stop,In-flight meal not included,12898.0
9522,Vistara,27/4/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,No info,6216.0
9523,Jet Airways,21/5/2019,Delhi,Cochin,DEL → BOM → COK,13:00,22/5/2023 4:25,15h 25m,1 stop,In-flight meal not included,12898.0
9524,Jet Airways,9/6/2019,Delhi,Cochin,DEL → BOM → COK,22:50,10/6/2023 19:00,20h 10m,1 stop,In-flight meal not included,10262.0
9525,,,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,12526.0
9526,Air India,6/3/2019,Delhi,Cochin,DEL → TRV → COK,,7/3/2023 6:50,25h 35m,1 stop,No info,11522.0
9527,Jet Airways,12/6/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:20,1h 25m,non-stop,No info,5678.0
9528,Vistara,9/3/2019,Banglore,,BLR → DEL,11:30,14:10,2h 40m,non-stop,No info,9918.0
9529,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,2/5/2023 8:15,11h 5m,1 stop,No info,14781.0
9530,Air India,27/3/2019,Delhi,Cochin,DEL → AMD → BOM → COK,5:00,28/3/2023 19:15,38h 15m,2 stops,No info,8026.0
9531,Air India,24/3/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,7276.0
9532,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,8:25,18:15,9h 50m,1 stop,In-flight meal not included,7064.0
9533,Multiple carriers,21/3/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,8h,1 stop,No info,13062.0
9534,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,12537.0
9535,Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,18:55,13/3/2023 0:45,5h 50m,1 stop,No info,21934.0
9536,Jet Airways,24/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262.0
9537,Vistara,3/6/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878.0
9538,Jet Airways,15/6/2019,Delhi,Cochin,DEL → BOM → COK,14:00,,5h,1 stop,No info,14714.0
9539,Jet Airways,15/3/2019,Banglore,New Delhi,BLR → BOM → DEL,7:00,15:15,8h 15m,1 stop,,9134.0
9540,IndiGo,1/4/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823.0
9541,Multiple carriers,27/6/2019,Delhi,Cochin,DEL → HYD → COK,7:10,16:10,9h,1 stop,In-flight meal not included,6093.0
9542,SpiceJet,3/6/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,3597.0
9543,Multiple carriers,9/5/2019,Delhi,Cochin,DEL → BOM → COK,14:00,21:00,7h,1 stop,No info,13727.0
9544,IndiGo,1/4/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,4174.0
9545,Jet Airways,27/6/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262.0
9546,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,No info,11789.0
9547,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,2/5/2023 8:15,13h 20m,1 stop,In-flight meal not included,8586.0
9548,Air India,1/3/2019,Banglore,New Delhi,BLR → CCU → BBI → HYD → DEL,5:50,2/3/2023 8:50,27h,3 stops,No info,13081.0
9549,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,2/5/2023 23:35,27h 10m,1 stop,In-flight meal not included,9314.0
9550,Jet Airways,21/6/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,,non-stop,No info,5678.0
9551,Jet Airways,27/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,In-flight meal not included,11924.0
9552,Jet Airways,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,10/6/2023 23:35,27h 10m,1 stop,No info,12692.0
9553,Jet Airways,24/6/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,6478.0
9554,IndiGo,15/5/2019,Kolkata,Banglore,CCU → MAA → BLR,6:20,10:20,4h,1 stop,No info,4226.0
9555,IndiGo,9/3/2019,Delhi,Cochin,DEL → BBI → COK,2:35,8:30,,1 stop,No info,11532.0
9556,Air India,6/3/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,9340.0
9557,Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,13/6/2023 4:25,22h 55m,2 stops,In-flight meal not included,
9558,Jet Airways,12/6/2019,,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,No info,13626.0
9559,Jet Airways,24/5/2019,Kolkata,Banglore,CCU → BOM → BLR,6:30,12:00,5h 30m,1 stop,,9663.0
9560,Jet Airways,6/3/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:25,7/3/2023 4:25,23h,2 stops,In-flight meal not included,16389.0
9561,Multiple carriers,18/5/2019,Delhi,Cochin,DEL → BOM → COK,3:50,19:00,15h 10m,1 stop,No info,10197.0
9562,,12/6/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,13/6/2023 4:40,7h 30m,1 stop,In-flight meal not included,7594.0
9563,Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,13/3/2023 11:25,14h,1 stop,No info,13817.0
9564,Jet Airways,15/4/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229.0
9565,Jet Airways,24/6/2019,Delhi,Cochin,,9:40,25/6/2023 4:25,18h 45m,2 stops,In-flight meal not included,10368.0
9566,Air Asia,15/5/2019,Banglore,Delhi,BLR → DEL,4:55,7:45,2h 50m,non-stop,No info,4282.0
9567,Jet Airways,12/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,13/6/2023 4:25,18h 50m,2 stops,No info,13292.0
9568,Jet Airways,,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,28/6/2023 12:35,17h 5m,2 stops,No info,13764.0
9569,Jet Airways,1/4/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,2/4/2023 16:20,21h 25m,1 stop,No info,12681.0
9570,Jet Airways,12/5/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,,In-flight meal not included,5198.0
9571,Multiple carriers,9/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,19:45,12h 15m,1 stop,No info,12615.0
9572,IndiGo,21/4/2019,Kolkata,,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5644.0
9573,Jet Airways,12/3/2019,Banglore,New Delhi,BLR → BOM → DEL,22:55,13/3/2023 13:15,14h 20m,1 stop,In-flight meal not included,
9574,SpiceJet,3/5/2019,Mumbai,Hyderabad,BOM → HYD,22:45,4/5/2023 0:15,1h 30m,non-stop,No info,2227.0
9575,Jet Airways,18/6/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016.0
9576,SpiceJet,9/5/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,4885.0
9577,IndiGo,1/4/2019,Kolkata,Banglore,CCU → BLR,9:35,12:20,2h 45m,non-stop,No info,4174.0
9578,Air Asia,9/5/2019,Kolkata,Banglore,CCU → BBI → BLR,6:50,10:30,3h 40m,1 stop,No info,5162.0
9579,Jet Airways,27/6/2019,Delhi,,DEL → BOM → COK,,19:00,6h,1 stop,,10262.0
9580,,18/6/2019,Mumbai,Hyderabad,BOM → HYD,9:15,10:45,1h 30m,non-stop,No info,
9581,Air India,27/5/2019,Delhi,Cochin,DEL → BOM → COK,18:00,28/5/2023 19:15,25h 15m,1 stop,No info,8372.0
9582,IndiGo,12/6/2019,Banglore,Delhi,,0:30,3:25,2h 55m,non-stop,No info,3419.0
9583,IndiGo,27/3/2019,Delhi,Cochin,DEL → HYD → COK,7:35,12:00,4h 25m,1 stop,No info,
9584,IndiGo,6/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,,5h,1 stop,No info,6069.0
9585,IndiGo,21/3/2019,Delhi,Cochin,DEL → BOM → COK,8:25,15:30,7h 5m,1 stop,No info,9709.0
9586,Jet Airways,12/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,13/6/2023 12:35,26h 55m,2 stops,No info,13014.0
9587,Jet Airways,18/5/2019,Delhi,Cochin,DEL → JAI → BOM → COK,9:40,19:00,9h 20m,2 stops,In-flight meal not included,13029.0
9588,Multiple carriers,15/5/2019,Delhi,Cochin,DEL → BOM → COK,8:00,21:00,13h,1 stop,No info,13937.0
9589,SpiceJet,3/3/2019,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,No info,11349.0
9590,Jet Airways,21/5/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,23/5/2023 4:25,29h 20m,2 stops,No info,15129.0
9591,SpiceJet,9/6/2019,Chennai,Kolkata,MAA → CCU,9:45,12:00,2h 15m,non-stop,No info,3597.0
9592,Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,7/5/2023 20:45,24h 45m,1 stop,No info,14388.0
9593,Jet Airways,9/3/2019,Banglore,New Delhi,BLR → BOM → DEL,8:00,13/3/2023 10:25,26h 25m,1 stop,In-flight meal not included,11087.0
9594,Jet Airways,1/5/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,2/5/2023 9:20,19h 15m,1 stop,In-flight meal not included,9663.0
9595,Jet Airways,1/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,5:30,2/6/2023 4:25,22h 55m,2 stops,No info,13014.0
9596,IndiGo,6/6/2019,Banglore,Delhi,BLR → DEL,4:00,6:50,2h 50m,non-stop,No info,3943.0
9597,Air India,15/3/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,16/3/2023 13:20,15h 20m,1 stop,No info,8845.0
9598,Air India,24/3/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,25/3/2023 12:30,16h,1 stop,No info,12173.0
9599,,9/6/2019,Delhi,Cochin,DEL → BOM → COK,21:50,10/6/2023 12:35,14h 45m,1 stop,,10262.0
9600,Multiple carriers,21/3/2019,Delhi,Cochin,DEL → HYD → COK,9:45,16:10,6h 25m,1 stop,No info,7242.0
9601,Jet Airways,24/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,5:30,25/6/2023 4:25,22h 55m,2 stops,No info,13292.0
9602,IndiGo,21/3/2019,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1 stop,No info,7708.0
9603,Jet Airways,21/6/2019,Mumbai,Hyderabad,BOM → HYD,8:45,10:15,1h 30m,non-stop,No info,8040.0
9604,SpiceJet,12/5/2019,Chennai,Kolkata,MAA → CCU,8:20,10:35,2h 15m,non-stop,No info,3597.0
9605,SpiceJet,27/5/2019,,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841.0
9606,Air India,15/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:30,16/5/2023 20:25,26h 55m,1 stop,No info,10203.0
9607,IndiGo,27/4/2019,Delhi,Cochin,DEL → BLR → COK,2:00,7:45,5h 45m,1 stop,No info,7173.0
9608,SpiceJet,9/6/2019,Mumbai,Hyderabad,BOM → HYD,22:45,10/6/2023 0:15,1h 30m,non-stop,No check-in baggage included,1965.0
9609,IndiGo,6/6/2019,Delhi,Cochin,DEL → BOM → COK,20:25,7/6/2023 1:30,5h 5m,1 stop,No info,5054.0
9610,IndiGo,3/3/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,No info,
9611,Jet Airways,,Banglore,New Delhi,BLR → BOM → DEL,5:45,21:20,15h 35m,1 stop,No info,27992.0
9612,Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/5/2023 18:00,25h,1 stop,In-flight meal not included,7341.0
9613,SpiceJet,3/6/2019,Banglore,Delhi,BLR → DEL,9:30,12:20,2h 50m,non-stop,No check-in baggage included,3919.0
9614,Jet Airways,27/3/2019,Delhi,Cochin,DEL → BOM → COK,15:05,28/3/2023 4:25,13h 20m,1 stop,No info,12242.0
9615,Jet Airways,18/5/2019,Kolkata,Banglore,CCU → DEL → BLR,9:35,19/5/2023 14:25,28h 50m,1 stop,No info,13067.0
9616,Jet Airways,24/6/2019,Delhi,,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,No info,18804.0
9617,Air Asia,21/4/2019,Kolkata,Banglore,CCU → BLR,22:50,22/4/2023 1:20,2h 30m,non-stop,No info,5645.0
9618,IndiGo,24/6/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,No info,
9619,Multiple carriers,9/6/2019,Delhi,Cochin,DEL → BOM → COK,16:00,10/6/2023 1:30,9h 30m,1 stop,,13587.0
9620,IndiGo,21/6/2019,Chennai,Kolkata,MAA → CCU,13:15,15:35,2h 20m,non-stop,No info,3597.0
9621,Air India,18/5/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,8879.0
9622,SpiceJet,21/4/2019,Banglore,Delhi,BLR → DEL,5:55,8:35,2h 40m,non-stop,No check-in baggage included,4319.0
9623,Air India,27/3/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,2050.0
9624,Jet Airways,3/6/2019,Mumbai,Hyderabad,BOM → HYD,7:05,8:30,1h 25m,non-stop,No info,8040.0
9625,Jet Airways,6/5/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,7/5/2023 8:15,13h 20m,1 stop,No info,13584.0
9626,Jet Airways,6/6/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,7/6/2023 4:25,8h 55m,2 stops,No info,13014.0
9627,Vistara,15/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9345.0
9628,Jet Airways,3/6/2019,Delhi,Cochin,DEL → IDR → BOM → COK,9:35,4/6/2023 12:35,27h,2 stops,In-flight meal not included,11507.0
9629,Multiple carriers,6/6/2019,Delhi,Cochin,DEL → BOM → COK,6:00,19:15,13h 15m,1 stop,No info,8266.0
9630,Jet Airways,24/3/2019,Mumbai,Hyderabad,BOM → HYD,2:55,4:25,1h 30m,non-stop,No info,5678.0
9631,Multiple carriers,12/6/2019,Delhi,Cochin,DEL → BOM → COK,13:00,13/6/2023 1:30,12h 30m,1 stop,No info,13377.0
9632,Vistara,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,7:10,18:50,11h 40m,1 stop,No info,9345.0
9633,IndiGo,15/5/2019,Delhi,Cochin,DEL → BOM → COK,18:35,16/5/2023 1:30,6h 55m,1 stop,No info,7191.0
9634,Multiple carriers,27/3/2019,Delhi,Cochin,DEL → BOM → COK,17:45,28/3/2023 1:35,7h 50m,1 stop,No info,7845.0
9635,Jet Airways,21/5/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,No info,7229.0
9636,,,Banglore,New Delhi,,17:00,2/3/2023 8:50,15h 50m,1 stop,1 Long layover,10981.0
9637,Jet Airways,9/6/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10/6/2023 4:40,,1 stop,No info,14178.0
9638,IndiGo,21/3/2019,Delhi,Cochin,DEL → BOM → COK,7:30,21:00,13h 30m,1 stop,No info,8784.0
9639,Jet Airways,12/5/2019,Kolkata,Banglore,CCU → BOM → BLR,,13/5/2023 4:40,8h 40m,,,13941.0
9640,Jet Airways,21/5/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,22/5/2023 19:10,22h 45m,1 stop,No info,13067.0
9641,Jet Airways,27/6/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995.0
9642,Air India,3/6/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,4/6/2023 19:15,24h 45m,2 stops,No info,12488.0
9643,Air Asia,9/6/2019,Kolkata,Banglore,CCU → DEL → BLR,7:35,23:30,15h 55m,1 stop,No info,7870.0
9644,Air India,12/5/2019,Delhi,Cochin,DEL → COK,5:10,8:00,2h 50m,non-stop,No info,6094.0
9645,Jet Airways,12/6/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,In-flight meal not included,5608.0
9646,GoAir,3/3/2019,Delhi,Cochin,DEL → HYD → COK,7:30,13:20,5h 50m,1 stop,No info,6112.0
9647,Jet Airways,6/3/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,7/3/2023 8:15,15h 20m,1 stop,No info,16736.0
9648,Vistara,12/6/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,13/6/2023 10:45,14h 25m,1 stop,No info,8452.0
9649,Jet Airways,9/5/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10/5/2023 14:25,21h 25m,1 stop,In-flight meal not included,9314.0
9650,IndiGo,21/5/2019,Chennai,Kolkata,MAA → CCU,7:55,10:15,2h 20m,non-stop,No info,3850.0
